Tr C(WL),Tr C(LEVEL)[LINEAR]
1920.6,8.12E-04
1920.8,8.11E-04
1921,8.18E-04
1921.2,8.80E-04
1921.4,9.82E-04
1921.6,1.02E-03
1921.8,1.05E-03
1922,1.05E-03
1922.2,1.05E-03
1922.4,1.05E-03
1922.6,1.05E-03
1922.8,1.05E-03
1923,1.05E-03
1923.2,1.05E-03
1923.4,1.03E-03
1923.6,9.95E-04
1923.8,9.46E-04
1924,9.27E-04
1924.2,9.24E-04
1924.4,9.27E-04
1924.6,9.61E-04
1924.8,9.98E-04
1925,1.03E-03
1925.2,1.03E-03
1925.4,1.03E-03
1925.6,1.03E-03
1925.8,1.02E-03
1926,1.02E-03
1926.2,1.02E-03
1926.4,1.01E-03
1926.6,9.89E-04
1926.8,9.68E-04
1927,9.61E-04
1927.2,9.58E-04
1927.4,9.65E-04
1927.6,9.79E-04
1927.8,1.00E-03
1928,9.92E-04
1928.2,9.31E-04
1928.4,9.05E-04
1928.6,9.00E-04
1928.8,8.99E-04
1929,9.08E-04
1929.2,9.60E-04
1929.4,1.00E-03
1929.6,1.00E-03
1929.8,9.83E-04
1930,9.75E-04
1930.2,9.72E-04
1930.4,9.66E-04
1930.6,9.58E-04
1930.8,9.60E-04
1931,9.70E-04
1931.2,9.68E-04
1931.4,9.59E-04
1931.6,9.58E-04
1931.8,9.68E-04
1932,9.71E-04
1932.2,9.74E-04
1932.4,9.75E-04
1932.6,9.82E-04
1932.8,9.82E-04
1933,9.82E-04
1933.2,9.80E-04
1933.4,9.75E-04
1933.6,9.45E-04
1933.8,9.37E-04
1934,9.31E-04
1934.2,9.27E-04
1934.4,9.29E-04
1934.6,9.57E-04
1934.8,9.71E-04
1935,9.71E-04
1935.2,9.71E-04
1935.4,9.70E-04
1935.6,9.70E-04
1935.8,9.70E-04
1936,9.51E-04
1936.2,9.13E-04
1936.4,9.08E-04
1936.6,9.04E-04
1936.8,9.01E-04
1937,9.04E-04
1937.2,9.44E-04
1937.4,9.49E-04
1937.6,9.35E-04
1937.8,9.32E-04
1938,9.32E-04
1938.2,9.33E-04
1938.4,9.33E-04
1938.6,9.30E-04
1938.8,9.18E-04
1939,9.14E-04
1939.2,8.94E-04
1939.4,8.79E-04
1939.6,8.85E-04
1939.8,9.05E-04
1940,9.06E-04
1940.2,9.15E-04
1940.4,9.26E-04
1940.6,9.24E-04
1940.8,9.23E-04
1941,9.18E-04
1941.2,9.11E-04
1941.4,9.13E-04
1941.6,9.19E-04
1941.8,9.19E-04
1942,9.19E-04
1942.2,9.28E-04
1942.4,9.27E-04
1942.6,9.25E-04
1942.8,9.22E-04
1943,9.18E-04
1943.2,9.10E-04
1943.4,9.07E-04
1943.6,9.05E-04
1943.8,9.03E-04
1944,9.03E-04
1944.2,9.04E-04
1944.4,8.84E-04
1944.6,8.78E-04
1944.8,8.78E-04
1945,8.76E-04
1945.2,8.75E-04
1945.4,8.91E-04
1945.6,9.00E-04
1945.8,8.98E-04
1946,8.96E-04
1946.2,8.95E-04
1946.4,8.94E-04
1946.6,8.92E-04
1946.8,8.91E-04
1947,8.87E-04
1947.2,8.85E-04
1947.4,8.85E-04
1947.6,8.82E-04
1947.8,8.78E-04
1948,8.78E-04
1948.2,8.76E-04
1948.4,8.72E-04
1948.6,8.70E-04
1948.8,8.75E-04
1949,8.72E-04
1949.2,8.72E-04
1949.4,8.72E-04
1949.6,8.70E-04
1949.8,8.71E-04
1950,8.72E-04
1950.2,8.71E-04
1950.4,8.72E-04
1950.6,8.72E-04
1950.8,8.69E-04
1951,8.69E-04
1951.2,8.67E-04
1951.4,8.64E-04
1951.6,8.63E-04
1951.8,8.60E-04
1952,8.57E-04
1952.2,8.54E-04
1952.4,8.53E-04
1952.6,8.51E-04
1952.8,8.42E-04
1953,8.36E-04
1953.2,8.37E-04
1953.4,8.37E-04
1953.6,8.37E-04
1953.8,8.38E-04
1954,8.42E-04
1954.2,8.40E-04
1954.4,8.38E-04
1954.6,8.34E-04
1954.8,8.33E-04
1955,8.32E-04
1955.2,8.29E-04
1955.4,8.27E-04
1955.6,8.26E-04
1955.8,8.24E-04
1956,8.23E-04
1956.2,8.25E-04
1956.4,8.25E-04
1956.6,8.24E-04
1956.8,8.22E-04
1957,8.22E-04
1957.2,8.19E-04
1957.4,8.16E-04
1957.6,8.12E-04
1957.8,8.10E-04
1958,8.07E-04
1958.2,8.06E-04
1958.4,8.04E-04
1958.6,8.03E-04
1958.8,8.02E-04
1959,8.01E-04
1959.2,8.00E-04
1959.4,7.99E-04
1959.6,7.98E-04
1959.8,7.99E-04
1960,7.99E-04
1960.2,7.97E-04
1960.4,7.93E-04
1960.6,7.89E-04
1960.8,7.86E-04
1961,7.82E-04
1961.2,7.81E-04
1961.4,7.80E-04
1961.6,7.77E-04
1961.8,7.76E-04
1962,7.76E-04
1962.2,7.74E-04
1962.4,7.71E-04
1962.6,7.73E-04
1962.8,7.71E-04
1963,7.68E-04
1963.2,7.65E-04
1963.4,7.62E-04
1963.6,7.59E-04
1963.8,7.57E-04
1964,7.56E-04
1964.2,7.54E-04
1964.4,7.54E-04
1964.6,7.53E-04
1964.8,7.51E-04
1965,7.50E-04
1965.2,7.51E-04
1965.4,7.50E-04
1965.6,7.50E-04
1965.8,7.49E-04
1966,7.48E-04
1966.2,7.45E-04
1966.4,7.43E-04
1966.6,7.39E-04
1966.8,7.36E-04
1967,7.33E-04
1967.2,7.31E-04
1967.4,7.29E-04
1967.6,7.27E-04
1967.8,7.26E-04
1968,7.26E-04
1968.2,7.26E-04
1968.4,7.25E-04
1968.6,7.26E-04
1968.8,7.24E-04
1969,7.22E-04
1969.2,7.20E-04
1969.4,7.18E-04
1969.6,7.16E-04
1969.8,7.14E-04
1970,7.12E-04
1970.2,7.08E-04
1970.4,7.07E-04
1970.6,7.04E-04
1970.8,7.02E-04
1971,7.01E-04
1971.2,7.00E-04
1971.4,6.99E-04
1971.6,6.99E-04
1971.8,6.98E-04
1972,6.97E-04
1972.2,6.96E-04
1972.4,6.94E-04
1972.6,6.91E-04
1972.8,6.89E-04
1973,6.88E-04
1973.2,6.86E-04
1973.4,6.84E-04
1973.6,6.84E-04
1973.8,6.83E-04
1974,6.82E-04
1974.2,6.82E-04
1974.4,6.83E-04
1974.6,6.82E-04
1974.8,6.83E-04
1975,6.83E-04
1975.2,6.82E-04
1975.4,6.80E-04
1975.6,6.77E-04
1975.8,6.74E-04
1976,6.71E-04
1976.2,6.69E-04
1976.4,6.67E-04
1976.6,6.66E-04
1976.8,6.67E-04
1977,6.66E-04
1977.2,6.67E-04
1977.4,6.66E-04
1977.6,6.65E-04
1977.8,6.64E-04
1978,6.64E-04
1978.2,6.64E-04
1978.4,6.63E-04
1978.6,6.61E-04
1978.8,6.59E-04
1979,6.56E-04
1979.2,6.54E-04
1979.4,6.50E-04
1979.6,6.49E-04
1979.8,6.49E-04
1980,6.47E-04
1980.2,6.47E-04
1980.4,6.47E-04
1980.6,6.48E-04
1980.8,6.48E-04
1981,6.48E-04
1981.2,6.48E-04
1981.4,6.46E-04
1981.6,6.45E-04
1981.8,6.43E-04
1982,6.40E-04
1982.2,6.39E-04
1982.4,6.38E-04
1982.6,6.36E-04
1982.8,6.36E-04
1983,6.35E-04
1983.2,6.35E-04
1983.4,6.33E-04
1983.6,6.33E-04
1983.8,6.32E-04
1984,6.31E-04
1984.2,6.30E-04
1984.4,6.29E-04
1984.6,6.28E-04
1984.8,6.25E-04
1985,6.24E-04
1985.2,6.21E-04
1985.4,6.20E-04
1985.6,6.19E-04
1985.8,6.19E-04
1986,6.18E-04
1986.2,6.19E-04
1986.4,6.17E-04
1986.6,6.16E-04
1986.8,6.16E-04
1987,6.16E-04
1987.2,6.14E-04
1987.4,6.13E-04
1987.6,6.13E-04
1987.8,6.10E-04
1988,6.08E-04
1988.2,6.06E-04
1988.4,6.04E-04
1988.6,6.02E-04
1988.8,6.02E-04
1989,6.00E-04
1989.2,5.99E-04
1989.4,5.99E-04
1989.6,5.99E-04
1989.8,5.98E-04
1990,5.98E-04
1990.2,5.97E-04
1990.4,5.96E-04
1990.6,5.95E-04
1990.8,5.94E-04
1991,5.91E-04
1991.2,5.90E-04
1991.4,5.87E-04
1991.6,5.86E-04
1991.8,5.85E-04
1992,5.83E-04
1992.2,5.82E-04
1992.4,5.82E-04
1992.6,5.83E-04
1992.8,5.82E-04
1993,5.82E-04
1993.2,5.82E-04
1993.4,5.80E-04
1993.6,5.78E-04
1993.8,5.76E-04
1994,5.74E-04
1994.2,5.72E-04
1994.4,5.71E-04
1994.6,5.69E-04
1994.8,5.69E-04
1995,5.68E-04
1995.2,5.65E-04
1995.4,5.65E-04
1995.6,5.66E-04
1995.8,5.64E-04
1996,5.63E-04
1996.2,5.64E-04
1996.4,5.62E-04
1996.6,5.61E-04
1996.8,5.59E-04
1997,5.58E-04
1997.2,5.56E-04
1997.4,5.55E-04
1997.6,5.54E-04
1997.8,5.53E-04
1998,5.51E-04
1998.2,5.50E-04
1998.4,5.48E-04
1998.6,5.47E-04
1998.8,5.47E-04
1999,5.46E-04
1999.2,5.47E-04
1999.4,5.46E-04
1999.6,5.46E-04
1999.8,5.45E-04
2000,5.44E-04
2000.2,5.41E-04
2000.4,5.40E-04
2000.6,5.37E-04
2000.8,5.35E-04
2001,5.34E-04
2001.2,5.34E-04
2001.4,5.33E-04
2001.6,5.32E-04
2001.8,5.33E-04
2002,5.32E-04
2002.2,5.31E-04
2002.4,5.30E-04
2002.6,5.29E-04
2002.8,5.28E-04
2003,5.27E-04
2003.2,5.26E-04
2003.4,5.24E-04
2003.6,5.23E-04
2003.8,5.22E-04
2004,5.20E-04
2004.2,5.19E-04
2004.4,5.20E-04
2004.6,5.19E-04
2004.8,5.18E-04
2005,5.18E-04
2005.2,5.17E-04
2005.4,5.16E-04
2005.6,5.16E-04
2005.8,5.14E-04
2006,5.14E-04
2006.2,5.13E-04
2006.4,5.11E-04
2006.6,5.11E-04
2006.8,5.11E-04
2007,5.10E-04
2007.2,5.09E-04
2007.4,5.08E-04
2007.6,5.08E-04
2007.8,5.06E-04
2008,5.05E-04
2008.2,5.05E-04
2008.4,5.05E-04
2008.6,5.04E-04
2008.8,5.03E-04
2009,5.02E-04
2009.2,5.03E-04
2009.4,5.02E-04
2009.6,5.02E-04
2009.8,5.01E-04
2010,4.98E-04
2010.2,4.96E-04
2010.4,4.95E-04
2010.6,4.93E-04
2010.8,4.93E-04
2011,4.91E-04
2011.2,4.91E-04
2011.4,4.91E-04
2011.6,4.89E-04
2011.8,4.88E-04
2012,4.89E-04
2012.2,4.88E-04
2012.4,4.88E-04
2012.6,4.86E-04
2012.8,4.85E-04
2013,4.84E-04
2013.2,4.83E-04
2013.4,4.83E-04
2013.6,4.82E-04
2013.8,4.82E-04
2014,4.80E-04
2014.2,4.80E-04
2014.4,4.79E-04
2014.6,4.79E-04
2014.8,4.78E-04
2015,4.77E-04
2015.2,4.76E-04
2015.4,4.75E-04
2015.6,4.75E-04
2015.8,4.75E-04
2016,4.75E-04
2016.2,4.74E-04
2016.4,4.73E-04
2016.6,4.70E-04
2016.8,4.69E-04
2017,4.68E-04
2017.2,4.68E-04
2017.4,4.67E-04
2017.6,4.67E-04
2017.8,4.66E-04
2018,4.65E-04
2018.2,4.64E-04
2018.4,4.65E-04
2018.6,4.64E-04
2018.8,4.64E-04
2019,4.63E-04
2019.2,4.62E-04
2019.4,4.61E-04
2019.6,4.61E-04
2019.8,4.60E-04
2020,4.59E-04
2020.2,4.59E-04
2020.4,4.56E-04
2020.6,4.55E-04
2020.8,4.55E-04
2021,4.55E-04
2021.2,4.55E-04
2021.4,4.55E-04
2021.6,4.55E-04
2021.8,4.54E-04
2022,4.54E-04
2022.2,4.54E-04
2022.4,4.54E-04
2022.6,4.54E-04
2022.8,4.53E-04
2023,4.51E-04
2023.2,4.50E-04
2023.4,4.48E-04
2023.6,4.48E-04
2023.8,4.48E-04
2024,4.47E-04
2024.2,4.46E-04
2024.4,4.46E-04
2024.6,4.46E-04
2024.8,4.44E-04
2025,4.46E-04
2025.2,4.46E-04
2025.4,4.45E-04
2025.6,4.45E-04
2025.8,4.44E-04
2026,4.43E-04
2026.2,4.42E-04
2026.4,4.42E-04
2026.6,4.40E-04
2026.8,4.39E-04
2027,4.37E-04
2027.2,4.35E-04
2027.4,4.36E-04
2027.6,4.37E-04
2027.8,4.37E-04
2028,4.36E-04
2028.2,4.37E-04
2028.4,4.35E-04
2028.6,4.35E-04
2028.8,4.34E-04
2029,4.34E-04
2029.2,4.34E-04
2029.4,4.33E-04
2029.6,4.31E-04
2029.8,4.30E-04
2030,4.29E-04
2030.2,4.28E-04
2030.4,4.27E-04
2030.6,4.27E-04
2030.8,4.27E-04
2031,4.26E-04
2031.2,4.26E-04
2031.4,4.25E-04
2031.6,4.25E-04
2031.8,4.26E-04
2032,4.25E-04
2032.2,4.24E-04
2032.4,4.23E-04
2032.6,4.21E-04
2032.8,4.21E-04
2033,4.21E-04
2033.2,4.20E-04
2033.4,4.18E-04
2033.6,4.18E-04
2033.8,4.18E-04
2034,4.16E-04
2034.2,4.17E-04
2034.4,4.17E-04
2034.6,4.17E-04
2034.8,4.16E-04
2035,4.16E-04
2035.2,4.15E-04
2035.4,4.15E-04
2035.6,4.15E-04
2035.8,4.13E-04
2036,4.11E-04
2036.2,4.10E-04
2036.4,4.08E-04
2036.6,4.08E-04
2036.8,4.08E-04
2037,4.07E-04
2037.2,4.07E-04
2037.4,4.07E-04
2037.6,4.06E-04
2037.8,4.05E-04
2038,4.06E-04
2038.2,4.06E-04
2038.4,4.05E-04
2038.6,4.04E-04
2038.8,4.03E-04
2039,4.02E-04
2039.2,4.01E-04
2039.4,4.00E-04
2039.6,3.99E-04
2039.8,3.98E-04
2040,3.96E-04
2040.2,3.94E-04
2040.4,3.95E-04
2040.6,3.95E-04
2040.8,3.96E-04
2041,3.97E-04
2041.2,3.97E-04
2041.4,3.97E-04
2041.6,3.96E-04
2041.8,3.96E-04
2042,3.95E-04
2042.2,3.94E-04
2042.4,3.93E-04
2042.6,3.92E-04
2042.8,3.91E-04
2043,3.90E-04
2043.2,3.90E-04
2043.4,3.90E-04
2043.6,3.90E-04
2043.8,3.89E-04
2044,3.89E-04
2044.2,3.89E-04
2044.4,3.89E-04
2044.6,3.89E-04
2044.8,3.91E-04
2045,3.89E-04
2045.2,3.88E-04
2045.4,3.86E-04
2045.6,3.84E-04
2045.8,3.83E-04
2046,3.82E-04
2046.2,3.81E-04
2046.4,3.80E-04
2046.6,3.79E-04
2046.8,3.77E-04
2047,3.77E-04
2047.2,3.78E-04
2047.4,3.78E-04
2047.6,3.77E-04
2047.8,3.77E-04
2048,3.76E-04
2048.2,3.75E-04
2048.4,3.74E-04
2048.6,3.73E-04
2048.8,3.72E-04
2049,3.71E-04
2049.2,3.68E-04
2049.4,3.67E-04
2049.6,3.65E-04
2049.8,3.64E-04
2050,3.64E-04
2050.2,3.64E-04
2050.4,3.64E-04
2050.6,3.63E-04
2050.8,3.62E-04
2051,3.62E-04
2051.2,3.61E-04
2051.4,3.61E-04
2051.6,3.60E-04
2051.8,3.58E-04
2052,3.56E-04
2052.2,3.54E-04
2052.4,3.52E-04
2052.6,3.51E-04
2052.8,3.51E-04
2053,3.49E-04
2053.2,3.48E-04
2053.4,3.46E-04
2053.6,3.45E-04
2053.8,3.44E-04
2054,3.44E-04
2054.2,3.44E-04
2054.4,3.43E-04
2054.6,3.42E-04
2054.8,3.41E-04
2055,3.40E-04
2055.2,3.38E-04
2055.4,3.37E-04
2055.6,3.36E-04
2055.8,3.35E-04
2056,3.33E-04
2056.2,3.33E-04
2056.4,3.32E-04
2056.6,3.31E-04
2056.8,3.31E-04
2057,3.30E-04
2057.2,3.30E-04
2057.4,3.29E-04
2057.6,3.28E-04
2057.8,3.28E-04
2058,3.27E-04
2058.2,3.27E-04
2058.4,3.26E-04
2058.6,3.24E-04
2058.8,3.23E-04
2059,3.22E-04
2059.2,3.21E-04
2059.4,3.20E-04
2059.6,3.20E-04
2059.8,3.20E-04
2060,3.19E-04
2060.2,3.18E-04
2060.4,3.17E-04
2060.6,3.17E-04
2060.8,3.16E-04
2061,3.16E-04
2061.2,3.15E-04
2061.4,3.14E-04
2061.6,3.13E-04
2061.8,3.12E-04
2062,3.12E-04
2062.2,3.11E-04
2062.4,3.09E-04
2062.6,3.08E-04
2062.8,3.07E-04
2063,3.05E-04
2063.2,3.05E-04
2063.4,3.04E-04
2063.6,3.04E-04
2063.8,3.04E-04
2064,3.03E-04
2064.2,3.02E-04
2064.4,3.02E-04
2064.6,3.01E-04
2064.8,3.00E-04
2065,2.99E-04
2065.2,2.99E-04
2065.4,2.96E-04
2065.6,2.96E-04
2065.8,2.95E-04
2066,2.94E-04
2066.2,2.94E-04
2066.4,2.93E-04
2066.6,2.93E-04
2066.8,2.92E-04
2067,2.91E-04
2067.2,2.90E-04
2067.4,2.90E-04
2067.6,2.90E-04
2067.8,2.90E-04
2068,2.89E-04
2068.2,2.88E-04
2068.4,2.87E-04
2068.6,2.87E-04
2068.8,2.86E-04
2069,2.85E-04
2069.2,2.85E-04
2069.4,2.84E-04
2069.6,2.83E-04
2069.8,2.82E-04
2070,2.82E-04
2070.2,2.82E-04
2070.4,2.82E-04
2070.6,2.82E-04
2070.8,2.81E-04
2071,2.80E-04
2071.2,2.80E-04
2071.4,2.80E-04
2071.6,2.80E-04
2071.8,2.79E-04
2072,2.78E-04
2072.2,2.77E-04
2072.4,2.76E-04
2072.6,2.75E-04
2072.8,2.74E-04
2073,2.75E-04
2073.2,2.74E-04
2073.4,2.74E-04
2073.6,2.73E-04
2073.8,2.72E-04
2074,2.72E-04
2074.2,2.73E-04
2074.4,2.73E-04
2074.6,2.73E-04
2074.8,2.73E-04
2075,2.72E-04
2075.2,2.71E-04
2075.4,2.71E-04
2075.6,2.70E-04
2075.8,2.70E-04
2076,2.69E-04
2076.2,2.68E-04
2076.4,2.67E-04
2076.6,2.67E-04
2076.8,2.67E-04
2077,2.68E-04
2077.2,2.68E-04
2077.4,2.68E-04
2077.6,2.67E-04
2077.8,2.67E-04
2078,2.67E-04
2078.2,2.67E-04
2078.4,2.67E-04
2078.6,2.67E-04
2078.8,2.66E-04
2079,2.65E-04
2079.2,2.64E-04
2079.4,2.63E-04
2079.6,2.63E-04
2079.8,2.63E-04
2080,2.63E-04
2080.2,2.62E-04
2080.4,2.61E-04
2080.6,2.61E-04
2080.8,2.61E-04
2081,2.62E-04
2081.2,2.61E-04
2081.4,2.62E-04
2081.6,2.61E-04
2081.8,2.60E-04
2082,2.60E-04
2082.2,2.59E-04
2082.4,2.59E-04
2082.6,2.59E-04
2082.8,2.58E-04
2083,2.58E-04
2083.2,2.57E-04
2083.4,2.56E-04
2083.6,2.56E-04
2083.8,2.57E-04
2084,2.57E-04
2084.2,2.56E-04
2084.4,2.56E-04
2084.6,2.55E-04
2084.8,2.54E-04
2085,2.54E-04
2085.2,2.53E-04
2085.4,2.53E-04
2085.6,2.53E-04
2085.8,2.52E-04
2086,2.51E-04
2086.2,2.51E-04
2086.4,2.50E-04
2086.6,2.50E-04
2086.8,2.50E-04
2087,2.50E-04
2087.2,2.49E-04
2087.4,2.49E-04
2087.6,2.49E-04
2087.8,2.48E-04
2088,2.48E-04
2088.2,2.48E-04
2088.4,2.48E-04
2088.6,2.47E-04
2088.8,2.47E-04
2089,2.46E-04
2089.2,2.45E-04
2089.4,2.45E-04
2089.6,2.44E-04
2089.8,2.43E-04
2090,2.42E-04
2090.2,2.41E-04
2090.4,2.42E-04
2090.6,2.42E-04
2090.8,2.42E-04
2091,2.42E-04
2091.2,2.42E-04
2091.4,2.42E-04
2091.6,2.41E-04
2091.8,2.41E-04
2092,2.40E-04
2092.2,2.39E-04
2092.4,2.38E-04
2092.6,2.37E-04
2092.8,2.36E-04
2093,2.36E-04
2093.2,2.36E-04
2093.4,2.36E-04
2093.6,2.35E-04
2093.8,2.35E-04
2094,2.35E-04
2094.2,2.34E-04
2094.4,2.33E-04
2094.6,2.33E-04
2094.8,2.33E-04
2095,2.33E-04
2095.2,2.33E-04
2095.4,2.32E-04
2095.6,2.32E-04
2095.8,2.31E-04
2096,2.31E-04
2096.2,2.30E-04
2096.4,2.29E-04
2096.6,2.29E-04
2096.8,2.29E-04
2097,2.27E-04
2097.2,2.27E-04
2097.4,2.27E-04
2097.6,2.26E-04
2097.8,2.27E-04
2098,2.27E-04
2098.2,2.26E-04
2098.4,2.26E-04
2098.6,2.26E-04
2098.8,2.25E-04
2099,2.25E-04
2099.2,2.25E-04
2099.4,2.24E-04
2099.6,2.23E-04
2099.8,2.22E-04
2100,2.21E-04
2100.2,2.21E-04
2100.4,2.20E-04
2100.6,2.20E-04
2100.8,2.20E-04
2101,2.20E-04
2101.2,2.19E-04
2101.4,2.19E-04
2101.6,2.19E-04
2101.8,2.19E-04
2102,2.19E-04
2102.2,2.19E-04
2102.4,2.18E-04
2102.6,2.18E-04
2102.8,2.17E-04
2103,2.17E-04
2103.2,2.16E-04
2103.4,2.16E-04
2103.6,2.15E-04
2103.8,2.14E-04
2104,2.13E-04
2104.2,2.13E-04
2104.4,2.13E-04
2104.6,2.13E-04
2104.8,2.14E-04
2105,2.14E-04
2105.2,2.13E-04
2105.4,2.13E-04
2105.6,2.13E-04
2105.8,2.12E-04
2106,2.11E-04
2106.2,2.11E-04
2106.4,2.11E-04
2106.6,2.10E-04
2106.8,2.09E-04
2107,2.09E-04
2107.2,2.08E-04
2107.4,2.08E-04
2107.6,2.08E-04
2107.8,2.07E-04
2108,2.07E-04
2108.2,2.07E-04
2108.4,2.07E-04
2108.6,2.08E-04
2108.8,2.07E-04
2109,2.07E-04
2109.2,2.07E-04
2109.4,2.07E-04
2109.6,2.06E-04
2109.8,2.05E-04
2110,2.04E-04
2110.2,2.04E-04
2110.4,2.04E-04
2110.6,2.03E-04
2110.8,2.03E-04
2111,2.03E-04
2111.2,2.02E-04
2111.4,2.02E-04
2111.6,2.02E-04
2111.8,2.02E-04
2112,2.02E-04
2112.2,2.02E-04
2112.4,2.01E-04
2112.6,2.01E-04
2112.8,2.02E-04
2113,2.01E-04
2113.2,2.01E-04
2113.4,2.00E-04
2113.6,2.00E-04
2113.8,1.99E-04
2114,1.98E-04
2114.2,1.98E-04
2114.4,1.98E-04
2114.6,1.98E-04
2114.8,1.98E-04
2115,1.97E-04
2115.2,1.98E-04
2115.4,1.97E-04
2115.6,1.97E-04
2115.8,1.98E-04
2116,1.98E-04
2116.2,1.98E-04
2116.4,1.98E-04
2116.6,1.97E-04
2116.8,1.96E-04
2117,1.96E-04
2117.2,1.95E-04
2117.4,1.95E-04
2117.6,1.95E-04
2117.8,1.94E-04
2118,1.94E-04
2118.2,1.94E-04
2118.4,1.93E-04
2118.6,1.93E-04
2118.8,1.94E-04
2119,1.94E-04
2119.2,1.94E-04
2119.4,1.94E-04
2119.6,1.94E-04
2119.8,1.93E-04
2120,1.93E-04
2120.2,1.93E-04
2120.4,1.93E-04
2120.6,1.92E-04
2120.8,1.91E-04
2121,1.91E-04
2121.2,1.90E-04
2121.4,1.90E-04
2121.6,1.90E-04
2121.8,1.90E-04
2122,1.89E-04
2122.2,1.89E-04
2122.4,1.89E-04
2122.6,1.89E-04
2122.8,1.89E-04
2123,1.89E-04
2123.2,1.89E-04
2123.4,1.89E-04
2123.6,1.89E-04
2123.8,1.88E-04
2124,1.88E-04
2124.2,1.87E-04
2124.4,1.87E-04
2124.6,1.86E-04
2124.8,1.86E-04
2125,1.85E-04
2125.2,1.85E-04
2125.4,1.85E-04
2125.6,1.84E-04
2125.8,1.85E-04
2126,1.85E-04
2126.2,1.85E-04
2126.4,1.84E-04
2126.6,1.84E-04
2126.8,1.84E-04
2127,1.84E-04
2127.2,1.83E-04
2127.4,1.83E-04
2127.6,1.82E-04
2127.8,1.82E-04
2128,1.81E-04
2128.2,1.80E-04
2128.4,1.80E-04
2128.6,1.80E-04
2128.8,1.80E-04
2129,1.80E-04
2129.2,1.80E-04
2129.4,1.79E-04
2129.6,1.79E-04
2129.8,1.79E-04
2130,1.79E-04
2130.2,1.79E-04
2130.4,1.78E-04
2130.6,1.78E-04
2130.8,1.77E-04
2131,1.77E-04
2131.2,1.77E-04
2131.4,1.76E-04
2131.6,1.75E-04
2131.8,1.75E-04
2132,1.75E-04
2132.2,1.74E-04
2132.4,1.74E-04
2132.6,1.74E-04
2132.8,1.74E-04
2133,1.73E-04
2133.2,1.73E-04
2133.4,1.73E-04
2133.6,1.73E-04
2133.8,1.73E-04
2134,1.72E-04
2134.2,1.72E-04
2134.4,1.71E-04
2134.6,1.71E-04
2134.8,1.70E-04
2135,1.69E-04
2135.2,1.68E-04
2135.4,1.68E-04
2135.6,1.68E-04
2135.8,1.67E-04
2136,1.68E-04
2136.2,1.67E-04
2136.4,1.67E-04
2136.6,1.67E-04
2136.8,1.67E-04
2137,1.66E-04
2137.2,1.67E-04
2137.4,1.67E-04
2137.6,1.66E-04
2137.8,1.66E-04
2138,1.65E-04
2138.2,1.64E-04
2138.4,1.64E-04
2138.6,1.64E-04
2138.8,1.63E-04
2139,1.63E-04
2139.2,1.62E-04
2139.4,1.62E-04
2139.6,1.61E-04
2139.8,1.61E-04
2140,1.61E-04
2140.2,1.61E-04
2140.4,1.61E-04
2140.6,1.61E-04
2140.8,1.61E-04
2141,1.60E-04
2141.2,1.60E-04
2141.4,1.60E-04
2141.6,1.59E-04
2141.8,1.59E-04
2142,1.58E-04
2142.2,1.58E-04
2142.4,1.57E-04
2142.6,1.57E-04
2142.8,1.56E-04
2143,1.56E-04
2143.2,1.56E-04
2143.4,1.56E-04
2143.6,1.56E-04
2143.8,1.55E-04
2144,1.55E-04
2144.2,1.55E-04
2144.4,1.55E-04
2144.6,1.55E-04
2144.8,1.55E-04
2145,1.55E-04
2145.2,1.54E-04
2145.4,1.53E-04
2145.6,1.53E-04
2145.8,1.53E-04
2146,1.53E-04
2146.2,1.52E-04
2146.4,1.52E-04
2146.6,1.51E-04
2146.8,1.51E-04
2147,1.51E-04
2147.2,1.51E-04
2147.4,1.51E-04
2147.6,1.51E-04
2147.8,1.51E-04
2148,1.51E-04
2148.2,1.50E-04
2148.4,1.50E-04
2148.6,1.50E-04
2148.8,1.50E-04
2149,1.49E-04
2149.2,1.49E-04
2149.4,1.49E-04
2149.6,1.48E-04
2149.8,1.47E-04
2150,1.47E-04
2150.2,1.47E-04
2150.4,1.47E-04
2150.6,1.47E-04
2150.8,1.47E-04
2151,1.47E-04
2151.2,1.46E-04
2151.4,1.46E-04
2151.6,1.46E-04
2151.8,1.46E-04
2152,1.46E-04
2152.2,1.46E-04
2152.4,1.46E-04
2152.6,1.45E-04
2152.8,1.44E-04
2153,1.44E-04
2153.2,1.44E-04
2153.4,1.43E-04
2153.6,1.43E-04
2153.8,1.43E-04
2154,1.42E-04
2154.2,1.42E-04
2154.4,1.42E-04
2154.6,1.42E-04
2154.8,1.42E-04
2155,1.42E-04
2155.2,1.42E-04
2155.4,1.42E-04
2155.6,1.41E-04
2155.8,1.41E-04
2156,1.41E-04
2156.2,1.41E-04
2156.4,1.40E-04
2156.6,1.40E-04
2156.8,1.39E-04
2157,1.38E-04
2157.2,1.38E-04
2157.4,1.37E-04
2157.6,1.37E-04
2157.8,1.37E-04
2158,1.37E-04
2158.2,1.37E-04
2158.4,1.37E-04
2158.6,1.37E-04
2158.8,1.37E-04
2159,1.37E-04
2159.2,1.37E-04
2159.4,1.37E-04
2159.6,1.36E-04
2159.8,1.35E-04
2160,1.35E-04
2160.2,1.34E-04
2160.4,1.34E-04
2160.6,1.33E-04
2160.8,1.33E-04
2161,1.33E-04
2161.2,1.32E-04
